"Racism0165","@QueanPolitik @claudius_jr This just shows how deep seated the hatred is for Black men. This brother been to court to defend himself against falsely being accused of a sexual assault. White jury acquitted him. Still it's held against him. Emett Till was also falsely accused and he got Lynched. Sickening!""@DiemRoyal @bentlightnvegas @cdelucca25 @TomFitton Well she must be racist AF because she doesn’t know the difference between an Indian from India"," a Native American or an African American. FYI"," I am a Native American. Also"," only truly ignorant people use the “you’re so racist” card. So please please"," shut your face"""
"Racism0166","and non black people constantly using the n word...🤨",,,,
"Racism0167","@tiddiesonfiree and kook an anti black slur??",,,,
"Racism0168","@sporeblossoms @angelaslilacs u are rat bc u are asian",,,,
"Racism0169","Ah... these american rats...",,,,
"Racism0170","@carrouselwaltz Everything should be about black people - if not it’s racist plan and simple. The FFS even that rat is white. I cant.",,,,
"Racism0171","@kwilliam111 Absolute scum.   Are there any males with asian names who are not trying to rape and abuse underage white girls?   It's like they are diseased.",,,,
"Racism0172","@SquiddyMuffin Maybe I shouldn’t judge, not being American, but scum of the earth really doesn’t cover it...",,,,
"Racism0173","@Kinng_MG Black men are the weakest link!!! Literally scum of the earth and serve no purpose 🤢",,,,
"Racism0174","@RepCAJohnson This type of scum must be removed from American society",,,,
"Racism0175","@Kepler452B4 @fascistsuck @Havemercy_2 Could one be mistakenly taken criticism as insult? I’m American scum as well. If I make excuses about it. I live here as well.",,,,
"Racism0176","Here's that Ashnikko weirdo's instagram where a man larps as a large black woman.
Digital blackface, tsk tsk.
https://t.co/4IdAcHPiDq",,,,
"Racism0177","@tajmerk This is giving me flashbacks to the time that ¡r¡sh twit got snippy at me for prioritizing the suffering we as Black people went through over their english cousins murking them",,,,
"Racism0178","@CNN So the moral of this headline is now the blacks who will never take vaccines for anything mind you; will now take this weirdo one just because a another black person is in a picture with a washington deep state demonic globalist i.e gates right hand man.
Good Luck peddling that.",,,,
"Racism0179","@Queerdo_Weirdo @bdaysthot It's ignorant to think mixed and black are the same",,,,
"Racism0180","It is not racist to describe someone as black, says John Barnes https://t.co/wb2resEgqo via @Yahoo",,,,
"Racism0181","@SuzMcBrideBooks Joe Biden is one of the most bigoted men in American politics. His crime billed countless black men with zero regard for the truth. Shame on you...another racists liberal",,,,
"Racism0182","@TexasPatriot68 @realDonaldTrump I KNOW ... SACRIFICING AMERICAN HUMAN LIFE .!! WHAT A HERO....  I MEAN ZERO",,,,
"Racism0183","@JoeMajozie @NewsBotZA @IOL Some even questioned her church dresses,black people are annoying",,,,
"Racism0184","@vanilladolI @toymachinesh @AP_Planner Bro every hispanic person I know says the n word bro😭😭 I’m pretty sure majority of people don’t care as long as he’s not white but tbh I’ve seen white people with a bigger problem about it than black people... it’s understandable but at the same time confusing/annoying 😩",,,,
"Racism0185","black people wild annoying sometimes smh niggas on here tryina claim aint no evidence of the gahdamn holocaust ... nigga",,,,
"Racism0186","@Beedagal And mostly it's always black people saying that. All the damn time. It's so annoying",,,,
"Racism0187","ugh, why these black people have to stink so much? 🤮🤮🤮 it's so annoying.",,,,
"Racism0188","lots of black people have different stances on this. some think it's fine. however, i find it annoying and disrespectful. especially when people fucking cancel people for it. nobody gives a fuck. especially if that shit was years ago.",,,,
"Racism0189","@allhailrenea Black people the only ones who force you and judge you for not liking the popular black opinion and its annoying af",,,,
"Racism0190","@deadinhell @mac__steele @ChrisDJackson y’know, it gets really annoying when liberals pretend to care about black people and then support politicians who support mass incarceration and the drug war. keep calling us “brogressives,” it doesn’t get you anywhere.",,,,
"Racism0191","@loouie_ @corpseewhore @Corpse_Husband Oh no! I can’t believe a white woman cares about Black lives :((((( I’m so sad. It’s so racist and ignorant of her to care about black people. Oh no! I’m gonna be an asshole cause how dare a white woman care about BLM!!!!!!!!",,,,
"Racism0192","It’s okay if White people want to elect a black person president of the United States but it’s NOT Okay for Minorities to decide who will be WHITE peoples president.
“Biden is Obama 2.0”
“might as well have elected another n***er”
You’re all a bunch of racist, asshole, babies.",,,,
"Racism0193","@Chelarue Black and brown people being mistreated ??? Yeah, by other black and brown people, asshole. She needs a lot of crayons.",,,,
"Racism0194","It's okay to hate him. He's an asshole. And black.",,,,
"Racism0195","and another thing- if you think making fun of black people/poc who have been murdered by police is “dark humor” pls re evaluate yourself because that’s disgusting and you’re just an asshole",,,,
"Racism0196","also this... i never once blamed op like hendery is the dickhead in question i just hate when black people are an afterthought! https://t.co/aqo4fkhnK0",,,,
"Racism0197","Hate when black people are ruder than other races to you like you can’t just help me out and be a decent fukin human, bludclart jobsworth! I wouldn’t call you a dickhead if you wasn’t acting like one!",,,,
"Racism0198","Finally...someone said it...black people moving from their own deadbeat countries to sabotage other black peoples’ struggles... https://t.co/gn01VsjUWB",,,,
"Racism0199","@DamienANicolson @frontiercy @deemejeet @Stevennorthern1 @V1Loxzi Oh and If that’s the case he never refers to white people as white people but when it come to a black person it’s negro 😂 the ref know what he did wrong and you don’t😂 you’re going so hard for someone that acknowledge he was wrong and stated he was aware about negro ,dickhead!",,,,
"Racism0200","If someone says, ""I hate black people"", it's ok to call them racist.
If someone says, ""I hate Lebron, he is a dickhead"", that does NOT mean that person is racist.
How hard is that to understand?",,,,
"Racism0201","@EdwardCookson2 well if you hate black people then bugger off",,,,
"Racism0202","@Mooney199 @John88482621 @Haruzivishej @didierdrogba @dembabafoot Just because you don’t take offence doesn’t mean you should tell@others not to. The fact is you’ll never understand the kind of discrimination that black people endure and you’re showing that you don’t empathise either",,,,
"Racism0203","@RocketandJasper @jasper30347285 @GozraKris @SkyNews I said of course all lives matter previously. The point is white people haven’t been oppressed and discriminated against for hundreds of years. You must know this? The context is Black Lives Matter as well so stop the discrimination",,,,
"Racism0204","@nchild_m00 @brunoduastan @taylorslisa @PopBaseNow Plus of course they are gonna dislike a video that directly pays tribute to black people. Of course....",,,,
"Racism0205","@Champagnat69 @hlopeczlidbl @AbedAh88 @UEFA Yes, we are. It's not discrimination. It's description. You can't tell me I am black when I am not so you call me white. It's simple. People nowadays overreact.",,,,
